0,1.0,4.0,21.0,116.0,185.0,186.0,255.0,289.0,290.0,292.0,294.0,297.0,301.0,307.0,311.0,322.0,329.0,369.0,380.0,400.0
SNORA9:NR_002952,0.0,0.0,0.149216754,0.0,7.532165104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43583896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD88A:NR_003067,0.0,437.2605671,0.149216754,180.7871867,0.0,0.0,0.0,0.0,13.7965893,0.0,17.77402794,0.0,0.0,0.0,0.0,30.31921435,68.88344508,17.38416177,0.0,0.0
MIR518C:NR_030199,0.0,0.0,0.149216754,0.0,30.94616851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4294:NR_036182,0.0,4712.517163,0.149216754,0.0,874.4171983,0.0,0.0,0.0,0.0,62.87883303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.3331011,0.0,0.0
MIR653:NR_030388,0.0,0.0,0.149216754,0.0,48.32291732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD26:NR_002564,0.0,0.0,0.149216754,0.0,1597.33651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD88B:NR_003068,0.0,0.0,0.149216754,180.7871867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.31921435,19.48307466,30.94616851,0.0,0.0
SNORD115-11:NR_003303_3,0.0,0.0,0.149216754,583.1006982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3907:NR_037468,0.0,0.0,0.149216754,0.0,56.21356454,38.51866549,0.0,4.674303917,3.876544499,2.756154063,0.0,0.0,1.950830368,0.0,0.0,0.0,0.0,9.781800837,0.0,0.0
SNORA71B:NR_002910,0.0,0.0,0.149216754,53.11527722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR411:NR_030389,0.0,0.0,0.149216754,241.6232646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD58C:NR_003701,0.0,0.0,0.149216754,0.0,0.0,122.3681359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR181D:NR_030179,27.06868996,0.0,0.149216754,0.0,0.0,9.253938557,0.0,0.04477536,0.0,0.0,0.0,0.0,0.0,0.3086544,0.0,0.0,0.0,0.0,0.0,0.0
SCARNA8:NR_003009,0.0,0.0,0.149216754,0.0,8.638996076,0.0,0.0,0.0,0.0,0.0,7.532165104,0.0,0.0,0.0,0.0,0.0,7.804593101,0.0,0.0,0.0
SNORD32A:NR_000021,0.0,0.0,0.149216754,0.0,180.7871867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4748:NR_039903,0.0,0.0,0.149216754,583.1006982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6922602,0.0,0.0,0.0,0.0,0.0,66.49186511
SNORD83A:NR_000027,0.0,0.0,0.149216754,0.0,50.92885444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD65:NR_003054,0.0,0.0,0.149216754,0.0,44520.86118,0.0,0.0,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,4712.517163,1597.33651,4712.517163
TTC25:NM_031421,10.84513292,10.69565391,0.149216754,5.109982141,17.77402794,22.44200279,4.002995506,1.215334293,1.810039143,1.172116207,2.476876566,3.586009173,2.476876566,4.426728202,2.70443834,1.976616717,2.420189316,2.452177009,4.574233929,5.311707576
MIR520G:NR_030206,0.0,0.0,0.149216754,0.0,64.10028514,0.0,0.0,0.0,0.0,0.0,24.02866279,11.60919381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR33B:NR_030361,0.0,0.0,0.149216754,241.6232646,0.0,0.0,0.0,24.96113565,61.65738092,73.71450321,68.88344508,0.0,11.03039012,0.0,0.0,0.0,0.0,34.60919749,0.0,0.0
SNORA46:NR_002978,0.0,0.0,0.149216754,0.0,0.0,10.84513292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA28:NR_002964,0.0,0.0,0.149216754,0.0,9.986674935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4518:NR_039743,0.0,0.0,0.149216754,0.0,127.8980429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.24916441,83.95699216,0.0,0.0
MIR520D:NR_030204,0.0,0.0,0.149216754,0.0,86.99615948,0.0,0.0,0.0,0.0,0.0,73.71450321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92885444
