0,0.25,0.5,1.0,1.5,2.0,6.0,4.0,8.0,12.0,18.0
200044_at,532.8322262,525.3300294,517.1107132,485.3215829,448.9676357,493.3631639,521.7852856,467.4336403,444.1924006,510.4999619
208281_x_at,7.91668195,7.57395979,7.960802247,7.308653103,6.100797548,6.839719379,7.985551378,6.616915321,5.404119824,6.688636056
205710_at,9.917980252,10.05408955,10.88885418,9.068592804,7.631304057,9.600125717,12.72944172,10.06473388,9.672187124,12.2538404
214691_x_at,8.672965723,9.483137946,11.06172537,9.861733235,8.602007424,9.807080231,12.49003512,11.26717438,8.804101217,11.57933333
215514_at,7.810775557,7.028374706,9.363021235,7.66845653,6.083231084,6.990457075,8.517262061,7.113452212,7.036712766,8.401344926
203151_at,8.458739599,7.880193386,9.479308857,8.541166429,7.942293543,8.739997549,9.318779093,8.003455116,7.343802993,8.779919008
213928_s_at,9.786319937,8.780422289,10.46496033,9.139754717,6.992669748,9.494410315,10.71641133,9.226928828,6.795855298,7.998119184
204574_s_at,13.04809746,10.07409827,12.86014481,12.06616944,10.89385778,11.56776509,12.79858084,11.30904713,10.4015814,12.19150038
205622_at,13.20557698,15.26717896,14.2394382,13.30473285,13.31983489,14.67736628,15.4736496,14.85310099,13.51682105,16.36621584
209362_at,153.2313638,194.6157442,170.6555477,150.8860224,153.1662333,176.5385239,193.0387783,171.6292069,153.2541318,202.214039
210508_s_at,7.900768897,8.373251993,8.680414716,7.674456496,7.315357526,8.085895876,8.891643885,8.259850388,7.153329607,8.783041461
214184_at,6.573386689,7.614679494,7.524088919,6.485013483,6.487335181,7.208434104,7.816604641,6.754223169,6.192778345,7.233496839
215979_s_at,9.168717185,10.24796706,10.57595634,8.790493543,8.306859268,9.527811137,10.36984394,9.754613804,7.637732984,10.39067463
213270_at,11.32466731,9.800444911,12.05346394,9.495241802,8.94431689,10.13425891,11.47366779,9.679856699,7.927455492,10.10924548
220175_s_at,145.851384,130.2027809,142.1471746,130.0352161,126.7467415,137.7260779,155.6736749,143.7487809,135.8219593,146.3594165
214192_at,8.225856168,8.291170241,9.313963746,7.943816995,7.726412565,9.502800403,11.09855055,8.763858656,7.595532357,9.638805428
220439_at,8.631003793,8.573861192,9.944831242,8.086385755,7.557287673,8.955201897,10.01610118,9.07796802,7.710510912,10.27894312
201457_x_at,685.4785383,797.9209891,873.1412987,791.8812587,776.4576121,897.8152983,973.7094291,780.1259404,764.3877295,850.2168641
211400_at,9.647397489,10.94711408,13.12934359,10.2275016,9.373503876,11.37041754,13.37835482,9.476141854,9.141784439,10.70692501
64883_at,15.79382832,18.5068332,21.20442008,18.34328497,16.33275039,20.48694776,25.21635274,15.65320364,17.64718512,22.86758838
208669_s_at,491.4749941,591.581883,586.0126471,523.8075154,532.3983755,564.5432097,602.4727078,496.1951328,512.4093365,602.4748378
219963_at,10.05305818,11.37323649,10.39205466,8.707221278,8.580138068,10.84890786,12.72973852,8.98481153,8.586335924,10.06597803
202513_s_at,21.2398773,24.69031811,21.72656241,24.71284149,20.74727222,24.15466269,26.99181928,23.38269005,23.24206533,26.77001695
203874_s_at,134.4802688,153.1461154,134.0710915,129.8771243,117.719335,130.5763854,161.4343253,124.6505716,112.8159448,150.2694852
221082_s_at,20.12505582,26.74341801,20.43870806,25.06674237,24.45293333,30.34948714,38.41114231,24.21296829,28.51359263,35.79143086
219485_s_at,275.8591595,337.5556049,395.6885628,353.0483522,301.1450047,379.730033,439.3888542,313.3107258,334.5594306,415.5377601
204422_s_at,6.49921455,6.669917393,5.474763539,5.735901724,5.940469194,6.583170115,7.097929747,5.706786376,5.867778632,6.722121054
210131_x_at,492.9436006,599.7195954,525.1107311,555.761582,494.6827999,615.9654862,729.657347,632.832233,633.7471968,744.0297617
210228_at,10.62615868,12.85026472,10.27972814,10.00030029,9.019750139,10.71503975,13.22758774,8.960686563,8.886144723,10.63364653
212165_at,151.5858699,210.729796,186.9721514,169.723363,172.729343,198.061942,234.0002261,189.0986488,195.7391081,221.4148418
214962_s_at,13.96494171,16.92109137,13.15264068,13.49393565,13.39201408,15.75286951,22.47517583,18.8731615,15.27638093,20.63618182
205604_at,9.239477556,7.663774896,8.774262744,9.503435019,7.264714702,8.42102355,9.199094711,8.177806457,7.320255419,9.109541324
214158_s_at,7.962345065,7.080702332,7.866906505,8.86324252,6.946265473,9.002807921,9.7952193,8.090274228,7.918012533,8.815642311
207103_at,6.383151813,5.353946099,5.655736478,5.592910871,5.203417196,5.731709721,6.325957562,5.610674068,5.451939882,6.163369894
207558_s_at,5.8302202,5.475581833,6.402454113,6.228231956,5.358558028,5.732431411,6.528614342,5.919064449,5.797848473,6.223407598
207734_at,5.712782956,5.325302344,6.091884416,5.768837422,5.398230774,6.276364798,6.844172531,6.334453734,5.992472688,6.547070567
207368_at,10.51586754,8.516362794,9.727632194,7.301593489,9.092106881,10.121284,11.23349979,8.566606992,8.266023843,9.494017056
49306_at,7.372668883,6.167937697,7.172036414,6.474701538,6.25553692,6.710024757,7.259644054,6.341171492,6.586657989,7.160096491
211414_at,7.113452212,6.57023263,6.692584031,7.624796441,7.01413955,7.845158186,8.312865449,7.471622274,7.320935467,8.361504829
216701_at,8.241214516,7.545965757,7.471622274,8.06053441,7.03615602,7.408305563,7.777300232,7.012827842,7.216198598,7.556847963
217053_x_at,7.671066872,6.76201485,6.73040308,7.084821349,6.729069764,7.247535382,7.850948203,6.512701717,6.544957332,6.997345346
220421_at,7.624264728,7.111445987,6.974282479,8.426393417,6.437107802,7.079245756,8.215615688,6.501517796,6.832938807,8.245706079
212686_at,8.17292398,7.10924781,6.440396469,7.854247066,6.364991179,7.216908654,8.621394253,7.596737782,7.122772673,7.768498092
219079_at,97.9826475,88.9286456,97.87105867,109.0379378,78.8983879,93.51686138,118.1517557,86.85147398,92.55755118,106.4043164
41113_at,9.41124499,10.40126729,8.737444388,11.49784371,9.048405751,10.41638741,12.72017686,8.961474498,9.193806567,10.29282864
200769_s_at,33.839442,39.71879539,45.87580375,37.25814859,74.14468299,83.92487996,96.5251816,74.00794581,65.060881,92.0794244
221835_at,7.740946971,7.153100727,6.791262012,6.327828521,7.182149919,7.15771442,7.449490432,6.337514543,6.907713538,8.745261169
200773_x_at,2204.056301,2057.392481,1971.806429,1981.64166,2161.766743,2269.267971,2375.868194,1811.652068,1895.918717,2176.211622
207339_s_at,12.00924939,8.854828724,9.001586456,8.633881639,10.0237945,9.769148992,9.127522243,7.528699748,7.853202951,9.041829913
212626_x_at,426.8905474,560.4299398,642.283814,923.3964155,919.0611683,1027.556195,1170.960564,862.7851573,992.4564465,1409.392656
214737_x_at,493.0516535,623.2182394,711.4337244,986.4142864,987.0404695,1007.821491,1233.391309,967.2234377,1027.271027,1555.202018
216527_at,8.958026565,9.656978462,9.342660465,9.079183658,9.868133226,9.124727047,8.68935468,7.889562067,7.911692883,9.275068882
218264_at,24.46647691,34.15613526,30.52164907,29.61507145,37.36801981,41.05349026,45.94086165,30.98444919,34.06021945,43.87641174
221504_s_at,312.1482166,317.5130174,316.3098239,300.8826737,323.1859868,315.6352592,313.1629475,298.4484545,308.0359015,352.5620108
221544_s_at,11.56764762,10.30743483,10.51982606,8.105738047,13.98874874,10.63117663,11.38475062,9.7731882,9.631004414,12.93059026
