SNORA71A	1	0
MIR146A	1	0
MIR3911	1	0
HELZ	0	1
SNORD117	1	0
MIR432	1	0
OR9K2	0	1
LINC00260	0	1
SNORD91A	0	1
PNPLA2	0	1
PCTP	0	1
PNPLA5	1	0
TRPM4	0	1
TFR2	1	0
FAM86A	0	1
GCKR	1	0
ARHGEF39	1	0
PCDHGA2	1	0
GIMAP5	1	0
LINC00612	1	0
MIR135A1	1	0
BCS1L	0	1
ZNF619	1	0
MIR125A	1	0
LOC221122	0	1
SPRN	0	1
MIR3690	1	0
EIF4EBP3	1	0
DPF2	1	0
ZNF384	0	1
TBX3	0	1
PSTPIP1	0	1
ZNF503-AS1	0	1
C19orf73	0	1
FLG2	1	0
MIR4659A	0	1
MIR4659B	1	0
LY6G6F	0	1
KRTAP19-2	0	1
SNAR-A9	1	0
FOSL1	0	1
TAS2R30	1	0
SNAR-A1	1	0
SNORD50A	1	0
MIR581	1	0
MIR580	1	0
LCE2C	0	1
LCE2A	0	1
NEAT1	0	1
MIR744	1	0
MIR211	1	0
SNORA46	1	0
MIR5090	0	1
MIR181B2	1	0
SCARNA14	1	0
MIR219-1	0	1
VTRNA1-3	1	0
VTRNA1-2	1	0
PPIA	1	0
MIR4322	1	0
SNORA47	1	0
MIR4324	1	0
GPRIN1	0	1
MIR4285	1	0
SPDYE2	1	0
SNORD116-26	1	0
MAP6	1	0
IRX5	1	0
GTF2IRD2B	1	0
MIR181D	1	0
RPL29	1	0
RNU11	1	0
RAB5B	1	0
MKRN7P	1	0
MIR3907	0	1
SUOX	0	1
SNORD115-6	1	0
SNORD115-7	1	0
C10orf32	0	1
SNORD115-1	1	0
ZNF598	0	1
MIR550A3	1	0
SNORD22	1	0
SLC7A5P2	0	1
CNRIP1	1	0
C22orf24	0	1
SNORA11C	1	0
MIR567	1	0
MIR409	1	0
C1S	1	0
HLA-DQA2	1	0
HECTD3	0	1
NGDN	1	0
MIR3198-2	1	0
MIR1193	1	0
MROH8	0	1
LRFN4	0	1
S100A16	1	0
PLVAP	1	0
MIR4513	1	0
MIR4517	1	0
MIR4518	1	0
SNORD116-3	1	0
SAP18	1	0
PIANP	0	1
CCIN	0	1
SERPINB9	1	0
MIR3177	1	0
C12orf42	1	0
SLC35E2	0	1
WDR43	0	1
LOC613038	1	0
KRTAP10-6	0	1
SCGB2A1	1	0
ZNF569	1	0
LINC00852	1	0
ASPHD1	0	1
BEND3P3	1	0
ZNF213	0	1
TRIM36	0	1
MIR5010	0	1
SNORD115-18	1	0
SSU72	0	1
SNORD115-14	1	0
SNORD115-17	1	0
TMEM115	1	0
FLG	0	1
UBAP1	0	1
MIR639	1	0
MIR636	1	0
SNORA7A	1	0
PVRL2	0	1
LINC00324	1	0
PIK3R2	1	0
TFE3	1	0
PCBP1	1	0
SIRT3	0	1
SNORA38	1	0
MTMR9LP	0	1
SNORD32A	1	0
TTC9	1	0
PDIA3P	0	1
POLR2E	1	0
MIR3179-1	0	1
MIR642A	1	0
SNORA77	1	0
SNORA70	1	0
OLFML2B	0	1
MIR517C	1	0
DDAH2	0	1
SGSM3	1	0
MIR522	1	0
MIR524	1	0
MIR103A1	1	0
MIR1250	1	0
MIR1253	1	0
MIR103A2	1	0
GGCX	0	1
CA6	0	1
MIR891B	1	0
MIR4490	1	0
MIR512-2	1	0
MIR512-1	1	0
CCDC101	0	1
SGOL1-AS1	1	0
MIR455	1	0
MIR3682	1	0
REEP2	0	1
FGF17	0	1
SNORD121B	1	0
FAM49B	0	1
HIST1H1T	1	0
STAG3L4	1	0
PAQR5	1	0
SNORD92	1	0
DEGS2	0	1
TACC1	1	0
MIR515-1	1	0
PRM3	0	1
PSMB8	0	1
PSMB3	1	0
ARL2	0	1
SCP2	0	1
CKMT1A	0	1
VHL	1	0
MIR101-2	1	0
MIR101-1	1	0
P2RX6	1	0
C12orf71	0	1
C5orf28	0	1
MIR3148	1	0
CRABP2	0	1
SNORD26	1	0
SNORD28	1	0
SNORA16A	1	0
CRY2	0	1
PTGFRN	1	0
AHDC1	1	0
SNORD7	1	0
LINC00568	0	1
SCARNA21	0	1
MIR5088	1	0
MIR200C	1	0
VPS13A	0	1
GSG1	0	1
LDHC	0	1
MIR4725	1	0
GLIPR2	0	1
MIR4688	0	1
SNORD116-12	1	0
SNORD116-15	1	0
SNORD116-16	1	0
OR10J5	0	1
ATF4	0	1
ILF3-AS1	1	0
SSBP4	0	1
NPM2	1	0
KCNT1	0	1
GNA11	1	0
FAM101B	1	0
TBC1D10B	0	1
