205228_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
202769_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
213253_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
216414_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
216851_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
208806_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38892_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
204338_s_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
211598_x_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219793_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
209326_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
211462_s_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
219439_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
200737_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
219003_s_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213504_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
208315_x_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211373_s_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
202205_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
205672_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
220009_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
209808_x_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
202893_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213920_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
206459_s_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
214336_s_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
212640_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209047_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
215277_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203364_s_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214691_x_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
212133_at	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
207483_s_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204142_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
216679_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
219821_s_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212692_s_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
218214_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
217232_x_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
209115_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
206869_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207752_x_at	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
205096_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
47560_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
205288_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
202779_s_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
202495_at	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
207127_s_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
208267_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
213508_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
216637_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
207366_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213229_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
222227_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
214016_s_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
217434_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214396_s_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210117_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
216289_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
216603_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205920_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201939_at	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
203292_s_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
204146_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
219893_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
219713_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
205310_at	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
201933_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214014_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
205776_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38157_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
214747_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
219321_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
207475_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
219159_s_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214024_s_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
204764_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
222159_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
206004_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
212764_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
202667_s_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206137_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
205986_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
205302_at	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
213494_s_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
221156_x_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
211179_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
206525_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
208420_x_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221086_s_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
215890_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
203860_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
201821_s_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
219897_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
206221_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
213189_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
205438_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209949_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
206167_s_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
214944_at	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214743_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216277_at	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219911_s_at	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
216466_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
207449_s_at	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
221332_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
31846_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
206667_s_at	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
217476_at	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
209103_s_at	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
208521_at	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
