0,0.25,0.5,1,1.5,2,6,4,8,12,18
1007_s_at,505.8791413,508.0998269,475.044554,511.3865793,526.1845716,346.5524425,410.9431042,495.8648971,409.3255308,475.0297321
1053_at,31.9432818,35.25941091,39.14722416,30.65365645,38.57430477,35.85787109,35.8182321,41.09711349,39.82519871,57.86161818
117_at,8.697061143,8.525745276,8.333839665,9.07674497,8.734959574,8.576863557,8.08083181,8.235195029,8.468064535,8.477161523
121_at,60.08729378,57.36501239,61.5794895,58.86340031,49.25829792,55.83807016,59.91106143,49.53685663,45.89790611,48.05444545
1255_g_at,5.918664876,6.556328826,6.140901111,5.839195375,6.271679174,6.040329799,6.151133979,6.263348412,5.952057508,6.048922934
1294_at,11.28052309,10.44023965,10.36143578,11.37982858,12.3013646,14.70477099,11.18993016,14.41928541,17.62378158,26.88950717
1316_at,7.202131122,6.863507167,7.020071783,6.300835263,7.766649341,8.488698431,7.010754515,7.472281484,7.147540092,7.83997503
1320_at,7.462882676,7.263713707,8.090605478,7.79500383,10.48183726,7.799836946,8.351092899,9.304581282,7.600023088,8.676775066
1405_i_at,6.350471116,6.212409622,6.16893601,6.359195524,5.64150231,5.722404744,6.554141002,5.983813293,6.589703029,5.944691337
1431_at,7.989299341,7.946452481,8.801253023,9.646139578,8.617988562,7.901692638,8.259164924,8.004130211,7.293002817,8.256836381
1438_at,7.454767588,8.191870229,8.438292292,9.770456928,10.66706117,8.179891245,7.122255067,11.00537079,9.135896526,10.47105189
1487_at,33.1575669,34.72606871,41.57139876,25.07307369,32.03255487,33.57164792,28.61939145,36.00467469,30.96191915,32.40341316
1494_f_at,7.144003208,7.31982108,7.721372988,8.255394194,7.988243662,9.147644395,6.78447612,7.26745526,7.91051673,8.11209852
1598_g_at,180.9469126,210.182125,192.4842973,179.3733358,219.5634836,226.9627996,213.8711384,229.2082011,246.2340856,238.6778057
160020_at,46.46041868,65.33310526,50.62510962,67.19084779,62.70157483,56.7989255,83.91306535,70.68084042,68.02682337,65.98970807
1729_at,91.53582856,77.46167589,76.82257996,74.68513788,79.19872998,103.5459019,94.32455832,103.5030553,117.0660078,110.3080059
1773_at,12.37033166,12.91494707,13.74729024,13.71300811,16.11458216,15.35044154,13.25384761,21.30503023,21.03207714,21.66174542
177_at,8.748801631,8.760050314,8.301538163,9.171364571,10.22065335,7.478714548,8.056173095,7.908450899,8.496081672,9.321224285
179_at,43.31187268,40.44679809,45.21955824,36.55576923,44.6305906,52.19684958,39.58515247,48.06408311,42.89826864,45.37616404
1861_at,36.12940601,40.23225862,43.03768997,27.19944488,41.83395164,51.70518545,30.58927881,42.03855669,40.69477702,41.51319833
200000_s_at,381.1524642,450.4400539,477.9560169,460.3241871,518.9143919,340.0469678,385.4766795,564.3457097,483.4556739,613.5097237
200001_at,750.7906658,781.3218031,927.6737148,850.0623586,1007.573089,921.739345,752.2061321,921.1492226,896.4824163,875.9588576
200002_at,2587.067412,2519.161209,2555.533549,2609.60309,2791.333446,3079.391733,2757.468205,2776.872658,2900.85773,2987.846598
200003_s_at,4367.009189,4137.233277,4449.460158,4409.389307,4907.468169,4553.205416,4308.779496,4420.458297,4541.602217,4328.744214
200004_at,1886.977048,2001.712734,1872.536113,1954.025557,1981.205653,1646.872301,1859.828145,1896.018155,1673.373255,1705.454134
200005_at,883.9149102,942.0724935,1025.497571,1030.157292,1080.953282,1104.074124,989.0343269,1054.737184,1040.98812,1117.661799
200006_at,2423.451898,2381.481697,2489.395217,2361.644546,2299.807097,2359.740836,2402.997109,2292.249711,2245.103268,2395.237754
200007_at,1797.784694,1733.265621,1944.765572,1883.965079,2001.964544,2130.860562,2160.128894,1715.180196,1839.750994,1837.137002
200008_s_at,424.5897803,622.2223693,750.2404281,735.4174693,872.1560473,941.8903736,1122.343162,764.3235793,872.8127463,1025.632159
200009_at,1406.123736,1481.208709,1577.013132,1698.129561,1677.042289,1633.572596,1855.52209,1565.765107,1609.064885,1704.919756
200010_at,2449.267918,2686.255954,3652.08622,3647.455506,4399.486485,4148.541557,4356.986568,3512.540021,3976.917407,4228.720694
200011_s_at,481.8747177,618.6860155,520.0074803,522.3081083,486.5563848,450.8633979,450.097468,551.4649749,448.8442605,596.7771813
200012_x_at,6491.155713,5910.096805,5929.631445,5624.622869,5838.304761,6117.401103,5582.551863,5632.617637,5442.396915,5556.725943
200013_at,2922.54929,3294.140664,3313.256843,3369.522331,3603.187298,3646.095483,3658.548263,3173.823997,3363.757772,3350.01689
200014_s_at,962.4454134,926.5702224,867.122157,838.1078704,812.4742094,807.0225533,869.5958346,845.3737417,878.4879156,996.8585463
200015_s_at,944.2809157,954.2180328,995.027424,906.5289733,1035.57105,932.4675441,912.6959151,960.7627691,975.8508837,993.3423729
200016_x_at,3527.985045,3662.710746,3382.347877,3351.910138,2990.442022,3086.681373,3387.899167,3067.613766,3137.346702,2993.574172
200017_at,4246.700916,3887.353073,4046.96414,3654.721409,3885.885836,3986.679334,3627.585654,3678.153257,3511.328258,3761.951637
200018_at,5060.017634,5332.838356,5356.33376,5134.188497,4858.240711,5179.25231,4583.459869,5376.252016,5111.929663,5357.185127
