,GSM818563,GSM818564,GSM818565,GSM818566,GSM818567,GSM818568,GSM818569,GSM818570,GSM818571,GSM818572,GSM818573,GSM818574,GSM818575,GSM818576,GSM818577,GSM818578,GSM818579,GSM818580,GSM818581,GSM818582
DMRTB1,0,0.022722628,0,0,0.001969733,0,0.026070792,0.004455762,0.011060725,0.002089461,0,0.001459411,0.005485192,0.017774215,0.028879388,0.023143417,0.013442049,0.008999565,0.013072666,0
C2orf82,0.159887195,0,0,0.09825497,0.06865592,0.04484653,0.12105525,0.130738515,0.14831918,0.0900315,0.07702721,0.034594395,0.045298775,0.01978774,0.06234669,0,0.070786765,0.146835385,0,0.08347746
SNORA84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf88,0,0,0,0,0,0,0,0,0,0,0.007022591,0,0,0.000122123,0,0,0,0,0,0
MSMP,0.245939415,0.071721863,0,0.147770245,0.31427199,0.37344885,0.043019125,0.153227025,0.19997224,0.218623795,0,0.182409195,0.120796785,0.022277153,0.152214155,0.118455143,0,0.185582315,0.03525784,0.042867298
MZB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009019069,0,0,0,0,0,0
TRAPPC6B,0,0,0,0,0,0,0,0,0,0.00042204,0,0,0,0,0,0,0,0,0,0
HLA-DQB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMB,0,0,0,0,0,0.07016175,0,0.012131016,0,0.017170943,0.016471239,0.03908637,0.009510442,0.038614725,0,0.016304788,0,0,0,0.04365511
HLA-DQB2,0,0,0,0,0,0,0,0,0,0,0,0,0.034046905,0,0,0.027718021,0,0,0.008428101,0
LOC100129027,0,0,0,0,0.000252348,0.005707665,0,0,0.000852895,0,0,0.000825221,0,3.31E-05,0.004513609,0,0,0,0.004664054,0.001969733
CDK7,0.07877364,0,0.150109865,0,0,0,0.08212669,0,0.043720945,0,0.0200688,0,0.005221199,0,0.150828745,0,0.13323645,0,0.114788035,0
FOXS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK9,0,0,0,0,0.004768309,0.04770826,0,0.022772151,0.017803709,0.007839577,0.03946098,0.00738486,0.00863502,0.010440033,0.028714821,0.016844917,0.020447802,0.0413919,0.013019442,0.050111675
LOC643733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMKK2,0,0,0,0,0,0.001193478,0.009270306,0.00258537,0.003206226,0.002855909,0,0.006352858,0.003221159,0.001632703,0,0.001330143,0.005970964,0.004732495,0.019234351,0.013298885
CAMKK1,3.3475055,4.3380595,0,4.49801,3.6436685,4.6211865,4.114477,2.2844755,2.8763925,2.5246775,2.7952765,3.3077195,2.5844465,1.32250755,3.8073185,2.8457935,2.5246775,2.4898545,2.751749,3.252535
MIR4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHMP3,0,0,0,0,0,0.00241701,0,0,0.006705453,0,0,0,0,0,0,0,0,0,0,0
RPL36AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHMP7,0,0.013992626,0,0.013166876,0.002287257,0.010068024,0,0,0.005538773,0.005409756,0.01807385,0.002654952,0.002526499,0,0.007544506,0,0.00497944,0.014270868,0,0.001666526
CHMP6,0,0,0,0,0,0,0,0.000565539,0,0,0,0.000922194,0,0,0,0,0,0,0,0.003448809
CHMP5,0.149692755,0.11702249,0,0.19441036,0.071574135,0.080233165,0.09102706,0.050526775,0.0527725,0.127305015,0.11801633,0.09057926,0.099206847,0.077390395,0.1296673,0.06903388,0.071431585,0.071215285,0.081251515,0.090247215
OR52N4,0.06340793,0.14640433,0.91222955,0,0.081948035,0.23342912,0.106641697,0.140933153,0.075968555,0.073140315,0.082488555,0.030993175,0.146835385,0.032356765,0.038741085,0.049379415,0.019208581,0.041196115,0.058813735,0.071250365
OR52N5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0,0,0,0,0.012614319,0,0,0,0,0,0,0,0,0,0
OR52N1,0,0,0,0,0,0,0,0.03710982,0.013099999,0.012673974,0.048489665,0.011291255,0,0.005439046,0.022745137,0,0,0,0,0
LY6G6C,0.3481398,0,0,0.06921358,0,0,0,0,0,0.049069785,0,0,0.010821251,0,0,0.0841085,0,0,0.081996625,0
LY6G6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6G6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA11,0,0,0,0,0,0.003216169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA10,0,0,0,0,0.000627172,0,0,0,0,0,0.028275682,0,0,0,0,0,0,0,0,0.0151914
GALNTL5,0,0,0,0,0,0,0,0,0.018917304,0.000869349,0,0.016790476,0.005211813,0,0,0.00176806,0,0,0,0
LOC100506469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNTL6,0,0,0,0,0,0,0,0,0,0.006680488,0,0.022478663,0,0,0,0,0,0,0,0
TDH,0,0,0,0,0,0,0,0,0.008145841,0,0,0,0,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDG,0,0,0,0,0.000290761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN1,2.8457935,3.2054355,0,3.0864125,1.3517232,2.322838,2.609637,1.1669198,1.7929355,1.57113955,1.9390585,1.5025607,1.4848007,0.3243868,2.1652615,1.54376255,0.9639493,1.54376255,0.616246,1.0115888
HP07349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022824547,0,0,0,0,0,0
LRRC27,0.14268693,0.063895315,0.49057715,0.11511875,0.086827165,0.07389728,0.090339485,0.07849159,0.06769653,0.0841085,0.08417827,0.033812035,0.065010525,0.001805474,0.101969863,0.049304075,0.04145625,0.05522615,0.045181105,0.03614256
LRRC26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC25,0.575769,0.81503235,0,0.3999815,1.48195055,1.0413659,0.45342815,0.652336,0.4289612,0.55997475,0.39827105,0.51549735,0.7250844,0.24164334,0.39499395,0.811277,0.764281,0.82616945,0.94282505,0.60002375
LRRC24,0,0.138160855,0,0,0.120688385,0.07545224,0,0.022310941,0.018598096,0.011866808,0,0.05356073,0.013225899,0.08110592,0.04023214,0.042959445,0.030155318,0.060860035,0.029936486,0.03649668
KIAA1522,0,0.008851455,0,0.008428101,0,0.003221159,0,0.001134796,0.001234431,0.003153227,0,0,0,0.003818706,0.00606324,0,0.001495969,0,0,0.010384647
MPDU1,0,0,0,0,0.017740276,0.007029362,0,0.000775307,0.006657896,0.006379881,0,0.03587785,0,0.006069606,0,0,0,0,0,0
LRRC20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003214417,0,0,0,0,0,0
LRRC28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNT4,0.022188692,0,0,0.013101365,0.005310081,0,0,0,0.002532898,0.002200651,0,0.002641955,0,0.003402241,0,0.02015137,0,0.004893982,0.004248015,0.011008824
GCNT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNT1,0,0,0,0,0.000404749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNT3,0,0,0,0,0.001158564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCNT2,0.12511285,0.067591895,0,0.052802145,0.018598096,0.03884083,0.04692264,0.010197015,0.009146245,0.011848666,0.03224033,0.03712279,0.014999078,0.01410709,0.04620408,0.006540302,0.010516661,0.02964792,0.029750135,0.013442049
LPCAT4,0,0,0,0,0,0,0,0,0,0,0,0.007396374,0,0,0,0,0,0,0,0.010557696
LPCAT2,0,0,0,0,0.000433747,0.005527176,0,0.001112166,0.003232118,0.002877485,0.005945687,0.01123652,0,0.027380266,0.008576071,0.022497818,0.008660867,0.008606301,0.005259481,0.01759497
LPCAT3,0,0,0,0.03163238,0.02525866,0.010343903,0.031469015,0.016263419,0.004121383,0.003807416,0.010781614,0.020488963,0.004241197,0.003503829,0.017038479,0,0.007349593,0.014740654,0.022110099,0.04561311
LPCAT1,0.06996317,0.110260765,0,0.027664199,0.04356207,0.05447024,0.0701252,0.046588845,0.06543218,0.108010265,0.125283095,0.069301025,0.080610735,0.152054345,0.11595159,0.11577114,0.11905646,0.094656992,0.054573985,0.099206847
TAGLN,0,0.009281224,0,0,0.000153587,0,0,0,0,0,0,0.001971632,0,0.000463426,0,0,0.011475722,0,0,0
CCDC178,0,0,0,0,0,0,0.008639394,0,0,0.002299877,0,0,0,0,0,0.003871569,0,0,0,0
CCDC179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPP,0.09202568,0.07509017,0,0.056238505,0.04819678,0.040424055,0.097546387,0.077853395,0.06660547,0.09073413,0.05206995,0.13135302,0.085055015,0.13972751,0.12888799,0.080233165,0.093872147,0.16545186,0.104099169,0.04955935
CCDC170,0,0,0,0,0,0,0,0,0.001604672,0,0,0,0,0,0,0,0,0,0,0
CCDC171,0,0,0,0,7.97E-06,0.000434221,0,0,0,0,0,0,0,0.001031006,0,0,0,0,0.0021844,0
CCDC172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC174,0,0.015753403,0,0,0,0,0,0.002472275,0,0,0,0.003048943,0,0,0,0,0.005707665,0,0,0
CCDC175,0,0.01722673,0.20527974,0.028489744,0.000585055,0.003283432,0.059693395,0.010169249,0.007651249,0,0.009549364,0,0.008081574,0,0.03916475,0,0.006488174,0,0.005818135,0
CCDC176,0.08677049,0.20603223,0.9046906,0.15549471,0.1800934,0.14722084,0.196453995,0.12367558,0.18265131,0.13764321,0.253681655,0.3261197,0.263059355,0.29497968,0.37505765,0.201652955,0.18997115,0.25931978,0.215282475,0.26561409
CCDC177,0.020065157,0,0.10893106,0,0.016602117,0.023317197,0.017940161,0.00806982,0.011599764,0.006615078,0.023553835,0.014778477,0.015896617,0.06401828,0,0.00905925,0.00762523,0.011637813,0.019041854,0.008653289
PDK1,0,0,0,0,0.000174691,0,0,0,0,0.000441878,0,0,0,0.000871518,0,0.001323348,0.002148133,0,0.001108791,0
PDK3,0,0,0,0,0,0.000405769,0,0,0,0.000386975,0,0.00079639,0,0.000304009,0,0,0.003212601,0.001581275,0.001357561,0.001798712
PDK2,0.06693548,0.06025597,0,0.03395763,0.09102706,0.048867,0.074654005,0.03035238,0.026889873,0.014173921,0.03885686,0.043940375,0.011518075,0.216496975,0.013476973,0.112763255,0.0886997,0.036893315,0.14640433,0.044630895
EBP,0,0,0,0,0.006453367,0,0,0,0.01020365,0,0,0,0.022900273,0,0,0,0.033723045,0,0,0.019769254
PDK4,0,0,0,0,0.000241125,0.033576255,0.007910464,0.009251453,0.007836337,0.010384647,0.00731367,0.007179432,0.005279712,0,0.007151973,0.003539398,0.01288053,0.017562914,0.008172435,0.005086763
LNPEP,0.096072084,0.096072084,0,0.06125174,0.028443949,0.050664595,0.13040335,0.036816935,0.041417945,0.06873304,0.076687815,0.072380865,0.06401828,0.093251614,0.071955045,0.04032588,0.034084305,0.038258665,0.083027325,0.129071385
ALPI,0,0,0,0,0.004462496,0,0,0.01046515,0.028088271,0.003309099,0,0.010815677,0.003717129,0.06823177,0,0.022255989,0.002327947,0.013187269,0.005950226,0.041224965
SEC61A1,0,0,0,0,0,0,0,0,0,0,0,0,0.002331588,0,0,0,0,0,0,0
SEC61A2,0,0.020688267,0.38138385,0.04534331,0.052693105,0.030993175,0.046097765,0.023083462,0.077358135,0.044725985,0.03971874,0.05947157,0.04177562,0.263570055,0.041209375,0.094789266,0.013400215,0.08502264,0.041088065,0.05917188
ALPL,0,0,0,0.056523565,0.015392386,0.03330688,0.02163339,0.03394208,0,0,0.0269422,0.011893742,0.025200302,0,0.009859937,0,0.037033835,0.007242163,0,0.008205294
PECR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR193A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAS2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507410,0.072716585,0,0,0,0.03735528,0,0.05597227,0,0,0,0.027890833,0.011990953,0,0,0,0,0.045689145,0.022910797,0.045016205,0
LOC96610,0,0,0,0,0.001674698,0.019321457,0.03625281,0,0,0.004634752,0.012074355,0.004667605,0,0.004233253,0,0,0,0,0,0.009970528
INMT-FAM188B,0,0,0,0,0,0.00033465,0,0,0,0.000360491,0,0,0,0,0,0,0,0,0,0
CTAGE11P,0,0,0.204642575,0.016161051,0.008343269,0,0.019201149,0,0,0.003177276,0.016512916,0.010343903,0.008012796,0.016424248,0.020931018,0.010157755,0,0.012786871,0.012234227,0.007038916
D21S2088E,0,0,0,0,0,0,0,0.000644175,0,0,0,0.001129918,0,0,0,0,0,0,0,0
DDIT3,0.20603223,0.101555673,0.5291126,0.17941679,0.107418249,0.13021869,0.19139707,0.3742894,0.71968225,0.4389263,0.4095769,0.36285295,0.309778225,0.11164173,0.41560785,0.295470535,0.20603223,0.65676355,0.241044145,0.42162995
DDIT4,0,0,0,0,0,0.006345239,0,0,0,0,0,0.000871518,0.000776982,0.000202291,0,0,0.004624238,0,0.004462496,0
RIIAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8T,0,0,0,0,0,0,0,0,0,0,0,0.000984736,0,0.000239799,0,0,0,0,0,0
OR5R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8S,0,0,0.096072084,0.008830567,0.001011269,0.002867516,0,0.007639733,0.020583324,0.011169951,0.043417325,0.07065924,0.047617345,0.08945475,0.06521472,0.018292268,0.039365335,0.023270184,0.056523565,0.08925603
GOLGA8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0,0,0,0,0,0,0,0.000420625,0,0,0,0,0,0,0.00143389
GOLGA8F,0,0,0,0,0,0,0,0,0,0,0,0,0.002835241,0,0,0,0,0,0,0.001632703
GOLGA8A,0.06494165,0.102522986,0.62314415,0.094383452,0.080854505,0.053256555,0.093040229,0.060063185,0.04423729,0.03946098,0.026352424,0.031773735,0.04160557,0.056523565,0.107027886,0.028333098,0.03413655,0.022554214,0.019321457,0.027810963
GOLGA8B,0.11511875,0.09927115,0.4389263,0.25246107,0.092532965,0.09057926,0.221627995,0.063363135,0.05164269,0.09682829,0.100667208,0.091170425,0.084242715,0.010494167,0.069606285,0.08327508,0.11660471,0.16694647,0.064217385,0.11201991
CT45A1,0,0,0,0,0.008319425,0.05894094,0.027007963,0.010734068,0,0.012012991,0,0.010731413,0.013176255,0.005002035,0,0,0,0,0,0
PTPMT1,0,0,0.12467404,0.00762523,0.004960271,0.008492825,0,0.052636105,0.024350606,0.032453535,0.0317367,0.018195618,0.0317243,0.09068644,0,0.010599488,0.05334397,0.026268585,0.012611882,0.008940227
CT45A2,0,0,0,0,0,0.013574503,0,0,0.011850792,0,0,0.04186288,0.000534316,5.14E-05,0,0,0,0,0,0
CT45A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT45A4,0,0,0,0,0,0,0.004499756,0,0,0,0,0,0,0,0,0,0,0,0,0
CT45A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007264879,0
VMO1,0.32279395,0.3702331,0,0.377925,0.53055745,0.39432425,0.44919885,0.16342243,0.127791345,0.207399115,0.18725384,0.290772555,0.20323381,1.11934635,0.40171565,0.41038365,0.18628045,0.2770074,0.077434295,0.60975925
ATP5C1,0,0,0,0,0.018514634,0,0,0.040948715,0.03237628,0.032836595,0,0.028777337,0.06168057,0.24193834,0,0.029267864,0.10929541,0.017857908,0.072765845,0
MIR639,0,0,0,0,0,0,0,8.91607025,1.05236945,0,0,0,0,17.6990405,0,26.706575,20.4679525,0,0,54.324065
MIR638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77942,0,0
MIR631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPC2,0,0,0,0.045096095,0,0,0,0,0,0,0,0.006199357,0,0,0.013914668,0.019605606,0,0,0,0.013460391
NPC1,0,0,0,0,7.69E-06,0,0,0.001251582,0,0.003322715,0.006419359,0,0,0,0,0,0,0.006600425,0.003139668,0
GATA3-AS1,0,0.031794195,0.166521995,0.018791612,0.026289762,0.022973974,0,0.033104415,0.019075833,0.004017045,0.017377434,0.017009191,0,0.05342906,0.039183785,0.046476425,0.03121523,0.069645235,0.046520315,0.028290221
LINC00324,1.54884445,1.777975,0,1.8383675,1.928976,2.2674405,1.58362305,6.1312715,5.023182,4.95313,4.711783,4.814486,5.023182,4.217529,4.8606615,4.95313,4.711783,4.6670465,5.106673,9.0094
LINC00326,0,0,0,0,0,0,0,0.000624026,0,0.000871518,0,0.001594244,0,0,0.005040183,0,0,0,0,0
LINC00327,0,0,0,0,0.001455211,0.000393696,0,0,0.004636675,0,0,0.001152752,0,0.001817279,0,0,0,0,0,0.009476966
C3orf58,0,0,0,0,0.001043344,0,0,0,0.002556644,0,0,0,0,0.000129054,0,0,0.007179432,0,0,0.002104216
RAB3GAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000359252,0,0,0,0,0,0
BHLHA15,0,0,0,0,0.005883459,0.022807452,0,0,0.001281655,0,0,0,0,0,0,0.013368151,0,0.016891292,0,0
RAB3GAP1,0,0.011582339,0,0,0.000158309,0,0,0.001225996,0,0,0,0,0.010668811,0.001801206,0,0,0,0.00365784,0,0
C3orf52,0.033537995,0.107418249,0,0.04950438,0.18274466,0.094383452,0.14562958,0.12667826,0.093196205,0.13197006,0.103068236,0.20571222,0.11826294,0.203471475,0.082679575,0.100667208,0.12165572,0.125740515,0.126792375,0.11994174
C3orf55,0,0,0,0,0.020796077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG1,0.070552625,0.110851765,0,0.106251434,0.04582852,0.035342825,0.05994314,0.047075555,0.059533535,0.0362626,0.07581462,0.04358245,0.060676675,0.070511985,0.050644655,0.01157011,0.047649355,0.029715674,0.025118802,0.021279989
ETHE1,0.06859522,0.086855578,0,0.04173528,0.09825497,0.107146419,0.028257684,0.11621579,0.053625,0.125476135,0.14808031,0.18577213,0.23487419,0.014146551,0.301776305,0.10893106,0.064198825,0.065153665,0.22304689,0.108182045
SGSM3,5.106673,4.5907695,0,3.9588145,1.8134395,2.737881,5.567858,10.3526805,5.192293,6.787658,9.5702,4.7775845,6.8702155,0.5716373,6.5099075,5.5025305,5.059396,5.9971235,2.8763925,2.8457935
KDM1A,0,0,0,0,0.003142394,0,0,0,0.006444866,0,0,0,0,0.002759114,0.005918364,0,0,0.005578129,0.002701679,0
KDM1B,0,0,0,0.012149364,0,0.001604672,0.00762523,0.000436191,0.013068219,0.008432747,0.016304788,0,0.002113763,0.002294796,0.006994884,0,0.004436207,0.002172983,0.005980883,0.002352349
LOC649395,0,0.023816809,0,0,0,0.028631498,0.039520375,0,0,0.030021225,0,0,0,0,0,0,0,0,0,0
SLC36A2,0,0,0,0,0,0,0,0,0,0,0,0.000786964,0,0,0,0,0,0,0,0
OR1S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0,0,0.000692753,0.001219423,0.002554532,0.006243283,0.002406017,0,0.004728595,0.007872028,0.009256668,0.007242163,0.027043241,0,0.003066042
MIR2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3H,0,0,0,0,0.040424055,0,0,0,0,0,0,0,0.04357226,0.005067728,0,0.003487038,0,0,0.016069903,0
FCER1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCER1A,0,0,0,0,0,0,0,0,0.000952899,0,0,0,0,0,0,0,0,0,0,0
BTG2,0,0,0,0,0.00396938,0.003095409,0,0.006368618,0,0,0,0.003357905,0,0.002666622,0,0,0,0.006189544,0,0
BTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A3,0,0,0,0,0.000206068,0,0,0,0.00205585,0,0,0.002207228,0,0.00858575,0,0.001798712,0.002237698,0,0.007717047,0
SRD5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A1,0.13021869,0.135689905,0,0.07844246,0.100731734,0.09063994,0.153539395,0.14522829,0.15440784,0.132674305,0.058974965,0.041014385,0.120577335,0.025496864,0.07135016,0.12748386,0.045407315,0.053772705,0.103138457,0.04620408
GGA1,0,0,0,0,0,0.006532295,0,0,0,0,0,0,0.006310699,0,0,0,0,0,0,0
GGA3,0,0.015825543,0,0.014660292,0.010965223,0.002684443,0,0.018791612,0.020867,0.010005282,0,0.016613532,0.00572264,0.048288075,0.019170786,0.00879426,0.012576705,0,0.005010081,0
GGA2,0,0,0,0.010075403,0.003008899,0.003525715,0.006611365,0.003740328,0,0.002835241,0.008181257,0,0,0.001279795,0,0,0,0.008168234,0,0.003442979
FHOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHOD3,0,0.01157011,0,0,0.000157503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf6,0,0,0,0.080208073,0.026147173,0,0,0,0,0.014788754,0,0,0,0,0,0,0,0,0,0
GJC2,0,0.03389015,0.17339293,0.042959445,0.005221199,0.021257911,0.04763335,0,0.008490219,0.003903489,0.027229466,0.007900316,0.004347654,0.012496498,0.05461186,0.005547856,0.017579388,0,0.021201241,0.018970859
C4orf3,0,0,0,0.026585435,0.003605863,0.007692311,0,0.019562661,0.003204332,0.006705453,0.015336475,0.006514776,0.007324882,0.004396606,0.04656458,0.009206614,0,0.005921397,0.053810065,0.006568778
GJC1,0,0.008802584,0,0,0.000229447,0.001556932,0,0.000836002,0,0.000952899,0,0.001404033,0,0.000333546,0.004829501,0.001215797,0.002975155,0.002932561,0,0.006860358
PSMB9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020353642,0,0,0,0
PSMB8,10.3526805,0,0,3.1389885,0,0,0,0,0,3.046145,0,0,9.0094,0,0,7.8253695,0,0,4.447062,0
STAMBPL1,0.36364555,0.30080848,1.21479425,0.268880105,0.25563546,0.268723943,0.4891366,0.153857185,0.103731345,0.18725384,0.25047883,0.17551515,0.23583591,0.018761899,0.23487419,0.07108417,0.216765405,0.099483875,0.113829295,0.140114795
PSMB6,0.079236475,0,0,0.047678385,0.05431462,0.104415282,0.032849445,0.09009539,0.2313825,0.18265131,0.14608825,0.027017281,0.086376085,0.023637266,0.12810595,0.256830215,0.05119267,0.101896004,0.102052795,0.23538163
PSMB5,0.158292785,0.11584897,0.8672567,0.4113302,0.032836595,0.136898305,0.165090145,0.13179092,0.11679575,0.176325015,0.29881023,0.079236475,0.1611027,0.008328517,0.20603223,0.147633735,0.135689905,0.131054345,0.124899265,0.11164173
PSMB4,0,0.04950438,0,0,0,0.021348871,0,0.015538088,0,0,0.014965208,0.002986117,0,0.006555697,0.008200206,0.010389589,0,0,0,0.01981183
PSMB3,0.73655865,0.54257945,0,0.9100979,0.78965705,0.87324495,0.43513355,3.7816575,4.176454,3.120409,3.67003,9.169041,8.7044195,6.787658,10.621441,7.164714,6.727372,5.4529205,9.7797925,19.0941135
PSMB2,0.016211825,0,0.10867689,0.009261498,0.00265294,0,0,0.003567645,0.010191427,0.009925357,0.009919616,0,0,0.034084305,0.013505889,0.003181704,0,0,0.00223407,0.004469835
PSMB1,0,0,0,0,0,0,0,0.01245199,0.03513456,0.013652683,0,0.018438376,0,0,0,0,0.022900273,0.023001134,0.022674986,0
LMBR1L,0,0.018769773,0.129772185,0,0.01020365,0.032932398,0,0,0,0,0,0,0.009338214,0.005980883,0.016758366,0.018129587,0,0,0.006548018,0
PNMA1,0,0,0,0,0.000554324,0,0.010486338,0,0,0,0,0,0,0.000827595,0,0,0,0,0,0
TDGF1,0,0,0,0,0.00239536,0,0,0.000815143,0,0,0.006963613,0.003894092,0.001113698,0.002752626,0,0.001609971,0,0,0,0
PNMA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTN1,0,0,0,0,0,0.000383956,0.004744892,0,0.000635504,0.000481481,0,0,0,0.00032015,0.004607859,0,0,0.001675779,0,0.001724216
TRIML2,0,0,0,0,0,0.009694359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf142,5.192293,2.2401725,0,2.6985755,1.67594195,1.9575575,3.8275585,2.6985755,2.2674405,2.2844755,3.561817,1.9841575,1.849555,0.36229095,1.9775635,1.49214295,2.783428,3.368312,1.9462275,1.685249
TRIML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235582,0,0,0,0,0,0
NACC2,0,0,0,0,0.002070958,0,0,0,0,0,0,0,0.00056994,0,0,0,0,0,0,0
VPS13D,0.14831918,0.122850715,0.56636785,0.09682829,0.194766415,0.180229955,0.094599221,0.169109825,0.272184285,0.19427049,0.09249495,0.14418938,0.176003865,0.32574245,0.072240185,0.08447249,0.17551515,0.177760505,0.143461165,0.13755942
NACC1,0.019407124,0.012085154,0,0,0.000928555,0.001196845,0,0.005343032,0.010764321,0.003617692,0.007114242,0.005744438,0.004064587,0.01341251,0,0.005561379,0.00239536,0,0,0
VPS13A,11.999183,4.905508,0,0.287624755,2.3765245,1.00918715,0.205080335,0.3542259,0.77954635,0.20552912,1.29683905,0.37298325,0.33456365,1.9841575,2.946699,2.2401725,1.5928735,1.9953185,6.6130355,3.561817
SH3KBP1,0,0.017951135,0,0.010994467,0.005353865,0.00161516,0,0.000546209,0.001744619,0.003364024,0.006720477,0.001917547,0,0.003894092,0,0,0,0.004365782,0,0.004851901
VPS13C,0.58186255,0.62665965,1.81938,0.8051107,0.358945,0.40998405,0.611747,0.19409971,0.18673551,0.15961022,0.30562824,0.23100223,0.233682925,0.172105955,0.301103285,0.301776305,0.198387145,0.207207365,0.19897222,0.3649949
VPS13B,0,0,0,0.010946911,0.01473386,0.005534541,0.011060725,0.002989448,0.027718021,0.006937695,0.007309471,0.015425753,0.025674849,0.064262675,0.006293768,0.03401637,0.011860957,0.021094423,0.01242512,0.029555198
