UBE2Q1	1
RNF14	1
UBE2Q2	1
RNF11	1
GTF2IP1	1
C16orf13	1
UCHL5	1
MZT2B	1
PMM2	1
FHIT	1
ZNF708	1
ZNF878	1
ZNF703	1
ZNF701	1
ZNF707	1
ZNF704	1
ZC3H13	1
ZC3H15	1
SPN	1
ZC3H18	1
LOC100507351	1
DHX9	1
TCOF1	1
XPC	1
GRINA	1
CEACAM6	1
SP4	1
SP6	1
GOLIM4	1
OPA1	1
RAB40B	1
COL7A1	1
OVCH2	1
OVCH1	1
SPPL2B	1
MYO3A	1
ITGA9	1
MYO3B	1
ATP2A2	1
ITGA1	1
ITGA3	1
ITGA5	1
ITGA7	1
DENND4A	1
DENND4C	1
SWAP70	1
PHLDA1	1
ZNF664-FAM101A	1
UFSP2	1
PAMR1	1
NWD1	1
FBXL13	1
FBXL15	1
HRH3	1
FBXL17	1
FAM169A	1
FAM169B	1
GHDC	1
SDK1	1
KIRREL3-AS2	1
THSD4	1
FAM212B	1
THSD1	1
CHST9	1
COL4A5	1
COL4A4	1
COL4A3	1
COL4A1	1
CHST3	1
CHST5	1
CHST7	1
ITGAX	1
NOG	1
PREP	1
CAMK1	1
ITGAM	1
HLF	1
FAM134C	1
ITGAE	1
SMAD9	1
LRPAP1	1
SMAD6	1
GOLPH3L	1
SMAD2	1
MUS81	1
AMMECR1L	1
TMPRSS11A	1
IGF2R	1
TMPRSS11F	1
FLJ16341	1
HAUS6	1
SLC36A3	1
SLC36A1	1
RNF112	1
C14orf119	1
ART5	1
HERC2P4	1
HERC2P7	1
TCEA2	1
ABCD1	1
TMLHE-AS1	1
OR6P1	1
CCDC117	1
RLF	1
CCDC113	1
ATP1A3	1
ATP1A1	1
MGRN1	1
CRTAP	1
SPHK1	1
CUEDC1	1
IPO13	1
CPEB4	1
CPEB3	1
SBSPON	1
RBMXL1	1
SIRPD	1
ZNF780A	1
ZNF41	1
IFT81	1
LOC100289495	1
IL10RA	1
SARDH	1
MCM10	1
IGFBPL1	1
ATG4B	1
PHOX2A	1
LRGUK	1
CFI	1
CFB	1
SMKR1	1
ATP6V0E2	1
SIX4	1
SIX6	1
MR1	1
LOC100506385	1
CNPY2	1
LINC00303	1
LINC00301	1
HMG20A	1
PHOSPHO2	1
LOC286177	1
C4orf19	1
C3orf70	1
ECEL1	1
CHFR	1
EFHA2	1
RFPL1	1
SYPL2	1
RFX5	1
RFX7	1
RFX1	1
RFX3	1
IBA57	1
TMEM179B	1
PDZK1	1
UQCRC2	1
XPNPEP2	1
TEN1-CDK3	1
TRAPPC2	1
PAPLN	1
PM20D2	1
KHDRBS3	1
ARPP21	1
GPR78	1
MSL3P1	1
TARS2	1
DPYSL3	1
OSTM1	1
KRTAP10-12	1
HBE1	1
IGFBP4	1
LOC286297	1
LOC729013	1
C15orf27	1
GJA4	1
CYP8B1	1
PMS2P4	1
PRR7-AS1	1
LOC100505658	1
KDM3A	1
PPP6R3	1
TMC6	1
TMC1	1
GPR15	1
EIF2B5	1
EIF2B2	1
EIF2B3	1
PRKAR2A	1
XRRA1	1
OR4D6	1
IFT140	1
TMEM14C	1
TMEM14A	1
MECOM	1
RSPH3	1
RSPH1	1
TPBGL	1
MYT1L	1
C9orf123	1
LOC646719	1
PHACTR4	1
CLIC5	1
OR2K2	1
CFHR4	1
NUP107	1
KRTAP2-1	1
KRTAP2-4	1
ASGR1	1
TMEM143	1
TMEM141	1
MIR4703	1
RTKN2	1
SOWAHA	1
SOWAHC	1
KIAA1199	1
PKD1P1	1
FER1L6	1
FER1L5	1
EPN2-AS1	1
ZCCHC18	1
C19orf21	1
ZMAT4	1
C19orf25	1
SMOC2	1
MYBL2	1
ITGB1BP2	1
VN1R10P	1
ZNF3	1
CTCFL	1
ZAP70	1
LOC284294	1
RAC1	1
FIGNL2	1
VCP	1
CPLX1	1
CPLX4	1
LOC389332	1
CADPS	1
PBX3	1
AIRE	1
NSUN2	1
NSUN4	1
NSUN6	1
WWC2-AS2	1
PRAMEF5	1
TUBG2	1
PRAMEF1	1
PTCH2	1
AOAH-IT1	1
PAGR1	1
ERGIC2	1
RRP7A	1
CDR2L	1
PDF	1
B3GAT1	1
FAM66B	1
FAM66A	1
CXCR5	1
LOC728537	1
CALM3	1
CALM1	1
GSDMB	1
GSDMD	1
UPK1B	1
DLGAP3	1
DLGAP4	1
MBNL3	1
SRSF10	1
CDX2	1
CLCN2	1
CLCN7	1
CLCN5	1
FBXL19	1
BRD8	1
BRD4	1
BRD1	1
BRD3	1
DNAJA1	1
PTPN12	1
PTPN14	1
GALR2	1
LYAR	1
CH25H	1
MRPL24	1
CSF2RA	1
MRPL20	1
MRPL23	1
USP17L3	1
FAAH2	1
GAB2	1
LOC100506844	1
IRS1	1
HABP4	1
C2orf83	1
SNORA81	1
ZSCAN9	1
NPTX1	1
C2orf88	1
FLJ46361	1
NDRG3	1
ZSCAN2	1
SRSF4	1
SRSF1	1
SRSF3	1
MZB1	1
HOXA5	1
DNAJB13	1
RAPH1	1
VIL1	1
MSMB	1
HLA-DQB2	1
RNF139	1
CISD3	1
